km-tidur,km-mandi,garasi,bangunan,tanah,lokasi,umr,jlh-pdk,harga
5,3,3,784,785,Jakarta,46411327,112491058,25000000000
5,3,0,140,64,Jakarta,46411328,112491059,1900000000
5,4,2,140,64,Jakarta,46411329,112491060,1900000000
5,4,2,700,400,Jakarta,46411330,112491061,28000000000
5,4,0,160,120,Jakarta,46411331,112491062,3400000000
5,4,0,35,18,Jakarta,46411332,112491063,11843707482
5,5,0,1000,725,Jakarta,46411333,112491064,29500000000
5,6,1,560,265,Jakarta,46411334,112491065,12500000000
5,4,0,180,90,Jakarta,46411335,112491066,5500000000
5,5,0,550,200,Jakarta,46411336,112491067,8200000000
5,4,2,600,325,Jakarta,46411337,112491068,9000000000
5,6,2,181,120,Jakarta,46411338,112491069,3550000000
5,5,0,240,120,Jakarta,46411339,112491070,4800000000
5,4,0,800,525,Jakarta,46411340,112491071,35000000000
5,4,1,230,168,Jakarta,46411341,112491072,4500000000
5,5,0,227,89,Jakarta,46411342,112491073,2400000000
5,4,0,160,112,Jakarta,46411343,112491074,3350000000
5,4,0,144,84,Jakarta,46411344,112491075,2400000000
5,4,0,200,120,Jakarta,46411345,112491076,3550000000
5,4,0,87,60,Jakarta,46411346,112491077,1400000000
5,3,3,150,210,Jakarta,46411347,112491078,4900000000
5,5,0,350,378,Jakarta,46411348,112491079,8500000000
5,4,0,67,75,Jakarta,46411349,112491080,1550000000
5,4,0,200,150,Jakarta,46411350,112491081,5500000000
5,4,1,184,141,Jakarta,46411351,112491082,5300000000
5,5,0,600,450,Jakarta,46411352,112491083,18000000000
5,3,2,250,336,Jakarta,46411353,112491084,7390000000
5,2,3,250,240,Jakarta,46411354,112491085,8500000000
5,5,0,350,725,Jakarta,46411355,112491086,17500000000
5,4,1,280,240,Jakarta,46411356,112491087,3200000000
5,5,0,300,490,Jakarta,46411357,112491088,16000000000
5,3,0,300,230,Jakarta,46411358,112491089,8850000000
5,2,0,1100,542,Jakarta,46411359,112491090,30000000000
5,5,0,839,785,Jakarta,46411360,112491091,25000000000
5,4,0,105,105,Jakarta,46411361,112491092,3100000000
5,6,0,350,392,Jakarta,46411362,112491093,13500000000
5,5,2,325,600,Jakarta,46411363,112491094,14000000000
5,4,2,100,180,Jakarta,46411364,112491095,2450000000
5,3,1,220,110,Jakarta,46411365,112491096,4100000000
5,4,0,700,270,Jakarta,46411366,112491097,10000000000
5,4,0,1100,377,Jakarta,46411367,112491098,23000000000
5,3,1,320,300,Jakarta,46411368,112491099,12000000000
5,5,2,640,464,Jakarta,46411369,112491100,13900000000
5,7,1,200,200,Jakarta,46411370,112491101,7500000000
5,4,4,600,928,Jakarta,46411371,112491102,13000000000
5,3,1,200,144,Jakarta,46411372,112491103,4800000000
5,6,3,280,120,Jakarta,46411373,112491104,6000000000
5,3,1,158,66,Jakarta,46411374,112491105,2200000000
5,5,2,180,160,Jakarta,46411375,112491106,5950000000
5,4,0,200,326,Jakarta,46411376,112491107,4500000000
5,6,0,200,150,Jakarta,46411377,112491108,5700000000
5,3,3,700,600,Jakarta,46411378,112491109,17900000000
5,4,0,500,144,Jakarta,46411379,112491110,6500000000
5,2,0,230,155,Jakarta,46411380,112491111,5500000000
5,4,0,250,320,Jakarta,46411381,112491112,8000000000
5,3,0,149,282,Jakarta,46411382,112491113,6800000000
5,5,10,1200,886,Jakarta,46411383,112491114,35000000000
5,5,7,869,1180,Jakarta,46411384,112491115,45000000000
5,4,2,211,128,Jakarta,46411385,112491116,3100000000
5,4,10,2700,4260,Jakarta,46411386,112491117,2.65E+11
5,4,1,160,250,Jakarta,46411387,112491118,4000000000
5,5,0,142,100,Jakarta,46411388,112491119,3100000000
5,5,0,100,90,Jakarta,46411389,112491120,2400000000
5,5,0,200,120,Jakarta,46411390,112491121,3300000000
5,2,2,200,120,Jakarta,46411391,112491122,3300000000
5,5,1,113,102,Jakarta,46411392,112491123,2200000000
5,5,4,800,1100,Jakarta,46411393,112491124,20500000000
5,5,2,141,128,Jakarta,46411394,112491125,3100000000
5,5,2,110,80,Jakarta,46411395,112491126,1880000000
5,3,2,220,90,Jakarta,46411396,112491127,2700000000
5,5,2,104,90,Jakarta,46411397,112491128,1500000000
5,5,2,400,255,Jakarta,46411398,112491129,5700000000
5,5,0,240,160,Jakarta,46411399,112491130,7500000000
5,5,2,1000,386,Jakarta,46411400,112491131,18000000000
5,7,1,60,70,Jakarta,46411401,112491132,11843707482
5,7,0,300,180,Jakarta,46411402,112491133,5300000000
5,3,2,450,628,Jakarta,46411403,112491134,10200000000
5,4,2,500,320,Jakarta,46411404,112491135,7300000000
5,4,0,600,982,Jakarta,46411405,112491136,18000000000
5,4,3,220,165,Jakarta,46411406,112491137,2700000000
5,3,1,200,200,Jakarta,46411407,112491138,5000000000
5,2,2,130,97,Jakarta,46411408,112491139,1450000000
5,5,0,854,850,Jakarta,46411409,112491140,21900000000
5,4,2,240,112,Jakarta,46411410,112491141,3700000000
5,4,0,1300,640,Jakarta,46411411,112491142,39000000000
5,4,0,530,184,Jakarta,46411412,112491143,8900000000
5,5,0,135,90,Jakarta,46411413,112491144,2500000000
5,3,0,42,22,Jakarta,46411414,112491145,11843707482
5,4,1,90,58,Jakarta,46411415,112491146,2090000000
5,3,0,70,100,Jakarta,46411416,112491147,1300000000
5,4,1,700,578,Jakarta,46411417,112491148,25000000000
5,3,1,250,180,Jakarta,46411418,112491149,7190000000
5,4,0,245,200,Jakarta,46411419,112491150,4200000000
5,4,1,67,34,Jakarta,46411420,112491151,11843707482
5,3,0,144,102,Jakarta,46411421,112491152,3200000000
5,4,0,220,148,Jakarta,46411422,112491153,3300000000
5,5,1,250,320,Jakarta,46411423,112491154,7800000000
5,5,1,450,300,Jakarta,46411424,112491155,9000000000
5,2,0,270,270,Jakarta,46411425,112491156,10000000000
5,2,1,68,33,Jakarta,46411426,112491157,11843707482
5,3,1,88,77,Jakarta,46411427,112491158,1400000000
5,5,2,110,80,Jakarta,46411428,112491159,1880000000
5,5,0,260,220,Jakarta,46411429,112491160,4750000000
5,3,2,140,125,Jakarta,46411430,112491161,2200000000
5,3,0,250,180,Jakarta,46411431,112491162,5400000000
5,1,0,350,195,Jakarta,46411432,112491163,4690000000
5,3,2,400,144,Jakarta,46411433,112491164,6500000000
5,4,1,92,98,Jakarta,46411434,112491165,2000000000
5,5,2,500,200,Jakarta,46411435,112491166,25000000000
5,5,0,35,18,Jakarta,46411436,112491167,11843707482
5,3,1,63,39,Jakarta,46411437,112491168,11843707482
5,4,0,43,23,Jakarta,46411438,112491169,11843707482
5,4,0,42,22,Jakarta,46411439,112491170,11843707482
5,5,1,56,32,Jakarta,46411440,112491171,11843707482
5,3,1,68,36,Jakarta,46411441,112491172,1470000000
5,3,0,42,22,Jakarta,46411442,112491173,11843707482
5,4,2,400,200,Jakarta,46411443,112491174,5000000000
5,2,2,346,300,Jakarta,46411444,112491175,8500000000
5,6,2,150,92,Jakarta,46411445,112491176,1950000000
5,2,1,63,32,Jakarta,46411446,112491177,11843707482
5,4,0,33,18,Jakarta,46411447,112491178,11843707482
5,4,1,90,44,Jakarta,46411448,112491179,1000000000
5,3,0,200,150,Jakarta,46411449,112491180,5200000000
5,5,1,71,36,Jakarta,46411450,112491181,1140000000
5,3,1,67,34,Jakarta,46411451,112491182,11843707482
5,5,1,90,76,Jakarta,46411452,112491183,2090000000
5,5,2,160,102,Jakarta,46411453,112491184,4100000000
5,4,2,353,517,Jakarta,46411454,112491185,50000000000
5,4,0,500,198,Jakarta,46411455,112491186,4000000000
5,3,2,800,660,Jakarta,46411456,112491187,50000000000
5,3,3,500,732,Jakarta,46411457,112491188,16000000000
5,5,5,620,500,Jakarta,46411458,112491189,15000000000
5,5,1,250,300,Jakarta,46411459,112491190,18000000000
5,5,2,250,180,Jakarta,46411460,112491191,7700000000
5,3,1,255,163,Jakarta,46411461,112491192,5200000000
5,3,2,606,247,Jakarta,46411462,112491193,11200000000
5,4,1,700,360,Jakarta,46411463,112491194,11000000000
5,5,6,1500,2050,Jakarta,46411464,112491195,55000000000
5,5,0,172,122,Jakarta,46411465,112491196,3000000000
5,4,2,550,477,Jakarta,46411466,112491197,12000000000
5,4,2,180,118,Jakarta,46411467,112491198,2700000000
5,3,2,186,152,Jakarta,46411468,112491199,4190000000
5,5,2,150,90,Jakarta,46411469,112491200,1900000000
5,5,2,300,180,Jakarta,46411470,112491201,4800000000
5,3,1,200,136,Jakarta,46411471,112491202,3990000000
5,3,0,352,855,Jakarta,46411472,112491203,25000000000
5,3,15,1100,973,Jakarta,46411473,112491204,23000000000
5,2,0,400,445,Jakarta,46411474,112491205,13000000000
5,4,2,165,150,Jakarta,46411475,112491206,2850000000
5,3,2,115,180,Jakarta,46411476,112491207,2520000000
5,3,0,140,110,Jakarta,46411477,112491208,2640000000
5,4,0,320,160,Jakarta,46411478,112491209,5900000000
5,3,2,150,96,Jakarta,46411479,112491210,1950000000
5,2,1,110,78,Jakarta,46411480,112491211,1650000000
5,4,0,120,97,Jakarta,46411481,112491212,2340000000
5,4,4,338,282,Jakarta,46411482,112491213,5500000000
5,4,4,1000,1078,Jakarta,46411483,112491214,80000000000
5,5,6,1200,1670,Jakarta,46411484,112491215,52500000000
5,4,0,300,282,Jakarta,46411485,112491216,5500000000
5,4,0,123,156,Jakarta,46411486,112491217,3000000000
5,2,2,120,97,Jakarta,46411487,112491218,2340000000
5,4,4,1000,1479,Jakarta,46411488,112491219,1.06E+11
5,4,0,190,200,Jakarta,46411489,112491220,2900000000
5,4,2,350,441,Jakarta,46411490,112491221,35000000000
5,4,2,450,830,Jakarta,46411491,112491222,25500000000
5,3,2,450,212,Jakarta,46411492,112491223,8500000000
5,4,0,450,180,Jakarta,46411493,112491224,8250000000
5,4,2,208,144,Jakarta,46411494,112491225,3800000000
5,4,0,480,670,Jakarta,46411495,112491226,7490000000
5,2,0,58,90,Jakarta,46411496,112491227,1550000000
5,4,1,240,120,Jakarta,46411497,112491228,5500000000
5,4,2,140,77,Jakarta,46411498,112491229,2200000000
5,5,1,304,535,Jakarta,46411499,112491230,33000000000
5,2,1,200,160,Jakarta,46411500,112491231,12500000000
5,4,0,300,105,Jakarta,46411501,112491232,3200000000
5,4,2,200,120,Jakarta,46411502,112491233,4650000000
5,3,0,812,812,Jakarta,46411503,112491234,17000000000
5,4,0,301,130,Jakarta,46411504,112491235,7800000000
5,4,2,307,192,Jakarta,46411505,112491236,4700000000
5,3,2,280,160,Jakarta,46411506,112491237,2900000000
5,4,1,500,184,Jakarta,46411507,112491238,8900000000
5,4,1,203,150,Jakarta,46411508,112491239,5250000000
5,5,1,54,45,Jakarta,46411509,112491240,1320000000
5,3,1,51,34,Jakarta,46411510,112491241,11843707482
5,3,1,127,172,Jakarta,46411511,112491242,3100000000
5,3,1,132,66,Jakarta,46411512,112491243,1500000000
5,4,1,56,32,Jakarta,46411513,112491244,11843707482
5,3,2,150,123,Jakarta,46411514,112491245,4000000000
5,3,0,72,62,Jakarta,46411515,112491246,11843707482
5,4,0,450,525,Jakarta,46411516,112491247,22000000000
5,3,1,180,109,Jakarta,46411517,112491248,3800000000
5,3,2,200,475,Jakarta,46411518,112491249,3600000000
5,4,1,109,39,Jakarta,46411519,112491250,1500000000
5,4,2,182,130,Jakarta,46411520,112491251,5000000000
5,5,2,162,54,Jakarta,46411521,112491252,6500000000
5,4,2,450,200,Jakarta,46411522,112491253,4500000000
5,6,0,56,30,Jakarta,46411523,112491254,11843707482
5,4,3,475,258,Jakarta,46411524,112491255,6500000000
5,4,1,119,90,Jakarta,46411525,112491256,2900000000
5,3,0,275,128,Jakarta,46411526,112491257,4500000000
5,3,0,44,24,Jakarta,46411527,112491258,11843707482
5,4,1,56,30,Jakarta,46411528,112491259,11843707482
4,4,1,87,56,Jakarta,46411529,112491260,2000000000
4,3,3,256,426,Jakarta,46411530,112491261,4000000000
4,3,0,40,22,Jakarta,46411531,112491262,11843707482
4,4,4,2800,1000,Jakarta,46411532,112491263,85000000000
4,3,0,38,16,Jakarta,46411533,112491264,11843707482
4,4,2,175,300,Jakarta,46411534,112491265,7800000000
4,2,1,69,36,Jakarta,46411535,112491266,1480000000
4,2,1,241,216,Jakarta,46411536,112491267,3200000000
4,4,0,120,1076,Jakarta,46411537,112491268,82800000000
4,3,0,885,325,Jakarta,46411538,112491269,32000000000
4,3,0,220,144,Jakarta,46411539,112491270,2750000000
4,4,4,600,928,Jakarta,46411540,112491271,13000000000
4,3,1,400,417,Jakarta,46411541,112491272,23000000000
4,4,2,288,120,Jakarta,46411542,112491273,4650000000
4,3,2,136,90,Jakarta,46411543,112491274,2900000000
4,4,0,44,31,Jakarta,46411544,112491275,11843707482
4,3,1,200,184,Jakarta,46411545,112491276,8890000000
4,4,3,340,250,Jakarta,46411546,112491277,2600000000
4,3,1,256,160,Jakarta,46411547,112491278,5100000000
4,3,2,200,118,Jakarta,46411548,112491279,2700000000
4,4,2,200,109,Jakarta,46411549,112491280,3650000000
4,3,2,450,230,Jakarta,46411550,112491281,8900000000
4,4,0,750,300,Jakarta,46411551,112491282,16000000000
4,3,0,700,580,Jakarta,46411552,112491283,25000000000
4,3,1,132,60,Jakarta,46411553,112491284,1660000000
4,3,1,700,270,Jakarta,46411554,112491285,10000000000
4,5,0,450,230,Jakarta,46411555,112491286,11000000000
4,3,0,120,97,Jakarta,46411556,112491287,2340000000
4,4,1,126,104,Jakarta,46411557,112491288,3650000000
4,3,2,660,200,Jakarta,46411558,112491289,10500000000
4,2,0,160,120,Jakarta,46411559,112491290,3500000000
4,4,1,350,180,Jakarta,46411560,112491291,7200000000
4,3,0,320,290,Jakarta,46411561,112491292,12000000000
4,3,0,839,785,Jakarta,46411562,112491293,25000000000
4,4,4,804,507,Jakarta,46411563,112491294,19800000000
4,2,2,170,116,Jakarta,46411564,112491295,2900000000
4,4,0,300,300,Jakarta,46411565,112491296,11000000000
4,3,2,400,250,Jakarta,46411566,112491297,10200000000
4,3,2,500,390,Jakarta,46411567,112491298,18800000000
4,4,0,200,150,Jakarta,46411568,112491299,2520000000
4,4,0,120,97,Jakarta,46411569,112491300,2340000000
4,4,1,120,97,Jakarta,46411570,112491301,2340000000
4,4,3,625,400,Jakarta,46411571,112491302,9800000000
4,4,0,325,459,Jakarta,46411572,112491303,16500000000
4,4,0,1000,747,Jakarta,46411573,112491304,26000000000
4,4,2,120,90,Jakarta,46411574,112491305,2400000000
4,4,0,209,173,Jakarta,46411575,112491306,2350000000
4,4,0,80,60,Jakarta,46411576,112491307,1550000000
4,3,0,60,45,Jakarta,46411577,112491308,1340000000
4,3,0,192,150,Jakarta,46411578,112491309,3650000000
4,3,0,150,67,Jakarta,46411579,112491310,1900000000
4,4,2,225,350,Jakarta,46411580,112491311,19000000000
4,4,0,555,1362,Jakarta,46411581,112491312,27200000000
4,3,1,250,298,Jakarta,46411582,112491313,8000000000
4,4,0,200,150,Jakarta,46411583,112491314,5800000000
4,5,0,354,354,Jakarta,46411584,112491315,17700000000
4,4,0,275,99,Jakarta,46411585,112491316,5500000000
4,5,2,300,400,Jakarta,46411586,112491317,11500000000
4,5,0,80,90,Jakarta,46411587,112491318,1590000000
4,3,0,125,45,Jakarta,46411588,112491319,1700000000
4,3,0,65,43,Jakarta,46411589,112491320,1590000000
4,3,2,800,645,Jakarta,46411590,112491321,11700000000
4,3,3,1200,360,Jakarta,46411591,112491322,29000000000
4,4,3,804,507,Jakarta,46411592,112491323,19000000000
4,4,2,141,63,Jakarta,46411593,112491324,1690000000
4,3,6,400,984,Jakarta,46411594,112491325,47500000000
4,3,0,650,650,Jakarta,46411595,112491326,18000000000
4,3,0,54,45,Jakarta,46411596,112491327,11843707482
4,3,3,1000,1479,Jakarta,46411597,112491328,1E+11
4,3,0,933,311,Jakarta,46411598,112491329,9000000000
4,3,1,42,77,Jakarta,46411599,112491330,11843707482
4,3,1,75,77,Jakarta,46411600,112491331,1160000000
4,4,1,92,75,Jakarta,46411601,112491332,1300000000
4,2,2,550,496,Jakarta,46411602,112491333,17200000000
4,3,1,260,155,Jakarta,46411603,112491334,5400000000
4,4,3,144,132,Jakarta,46411604,112491335,3150000000
4,2,5,600,468,Jakarta,46411605,112491336,15000000000
4,4,0,350,94,Jakarta,46411606,112491337,3150000000
4,4,1,400,261,Jakarta,46411607,112491338,5000000000
4,4,0,600,793,Jakarta,46411608,112491339,42000000000
4,4,2,345,225,Jakarta,46411609,112491340,6200000000
4,3,0,350,195,Jakarta,46411610,112491341,8000000000
4,3,0,163,120,Jakarta,46411611,112491342,4800000000
4,4,0,98,119,Jakarta,46411612,112491343,1350000000
4,3,0,168,120,Jakarta,46411613,112491344,3500000000
4,3,4,300,740,Jakarta,46411614,112491345,12500000000
4,4,2,600,400,Jakarta,46411615,112491346,4500000000
4,4,2,120,104,Jakarta,46411616,112491347,1990000000
4,3,0,144,72,Jakarta,46411617,112491348,1500000000
4,3,0,240,136,Jakarta,46411618,112491349,2550000000
4,4,0,250,450,Jakarta,46411619,112491350,4000000000
4,4,2,70,70,Jakarta,46411620,112491351,1300000000
4,3,0,180,120,Jakarta,46411621,112491352,3550000000
4,3,2,129,100,Jakarta,46411622,112491353,2360000000
4,4,2,224,160,Jakarta,46411623,112491354,3500000000
4,4,0,140,178,Jakarta,46411624,112491355,11843707482
4,4,0,170,72,Jakarta,46411625,112491356,1550000000
4,2,2,450,427,Jakarta,46411626,112491357,13000000000
4,4,2,750,300,Jakarta,46411627,112491358,18500000000
4,2,0,60,48,Jakarta,46411628,112491359,2500000000
4,3,1,650,455,Jakarta,46411629,112491360,28000000000
4,2,0,54,45,Jakarta,46411630,112491361,1500000000
4,6,0,650,465,Jakarta,46411631,112491362,13900000000
4,3,0,700,1060,Jakarta,46411632,112491363,16000000000
4,4,3,800,500,Jakarta,46411633,112491364,29000000000
4,4,1,58,70,Jakarta,46411634,112491365,11843707482
4,3,8,1600,1670,Jakarta,46411635,112491366,60000000000
4,3,2,600,300,Jakarta,46411636,112491367,17900000000
4,3,1,50,33,Jakarta,46411637,112491368,11843707482
4,4,2,150,123,Jakarta,46411638,112491369,3850000000
4,4,2,190,350,Jakarta,46411639,112491370,4990000000
4,4,0,102,90,Jakarta,46411640,112491371,2350000000
4,3,2,220,126,Jakarta,46411641,112491372,2650000000
4,4,1,200,260,Jakarta,46411642,112491373,5500000000
4,4,1,90,72,Jakarta,46411643,112491374,1600000000
4,3,1,120,176,Jakarta,46411644,112491375,4900000000
4,3,2,300,300,Jakarta,46411645,112491376,4800000000
4,3,1,70,56,Jakarta,46411646,112491377,11843707482
4,4,0,500,1000,Jakarta,46411647,112491378,17000000000
4,4,0,500,300,Jakarta,46411648,112491379,5500000000
4,4,1,360,153,Jakarta,46411649,112491380,5800000000
4,3,0,80,65,Jakarta,46411650,112491381,1670000000
4,5,0,150,80,Jakarta,46411651,112491382,2300000000
4,4,1,100,57,Jakarta,46411652,112491383,1750000000
4,5,1,100,67,Jakarta,46411653,112491384,1670000000
4,3,0,380,206,Jakarta,46411654,112491385,7900000000
4,4,1,200,236,Jakarta,46411655,112491386,7000000000
4,4,4,1870,600,Jakarta,46411656,112491387,40000000000
4,3,2,850,400,Jakarta,46411657,112491388,28000000000
4,3,2,650,325,Jakarta,46411658,112491389,9000000000
4,4,2,1100,377,Jakarta,46411659,112491390,25000000000
4,5,0,1150,500,Jakarta,46411660,112491391,16000000000
4,4,2,200,221,Jakarta,46411661,112491392,4750000000
4,4,0,150,123,Jakarta,46411662,112491393,3900000000
4,3,2,150,144,Jakarta,46411663,112491394,3100000000
4,4,0,640,755,Jakarta,46411664,112491395,11500000000
4,3,0,132,163,Jakarta,46411665,112491396,3400000000
4,4,0,600,628,Jakarta,46411666,112491397,25000000000
4,3,2,1200,680,Jakarta,46411667,112491398,65000000000
4,4,4,1100,750,Jakarta,46411668,112491399,35000000000
4,4,10,1000,900,Jakarta,46411669,112491400,30000000000
4,4,0,1000,688,Jakarta,46411670,112491401,30000000000
4,5,6,1000,450,Jakarta,46411671,112491402,45000000000
4,4,12,2000,700,Jakarta,46411672,112491403,70000000000
4,5,2,800,810,Jakarta,46411673,112491404,1E+11
4,4,4,1736,1770,Jakarta,46411674,112491405,1.77E+11
4,4,4,900,641,Jakarta,46411675,112491406,55000000000
4,4,2,500,479,Jakarta,46411676,112491407,43000000000
4,4,1,73,60,Jakarta,46411677,112491408,1440000000
4,2,0,350,275,Jakarta,46411678,112491409,9250000000
4,5,0,400,600,Jakarta,46411679,112491410,18500000000
4,3,1,60,52,Jakarta,46411680,112491411,11843707482
4,3,1,50,46,Jakarta,46411681,112491412,11843707482
4,3,0,40,31,Jakarta,46411682,112491413,11843707482
4,4,2,200,120,Jakarta,46411683,112491414,3200000000
4,4,2,180,245,Jakarta,46411684,112491415,7500000000
4,4,1,150,130,Jakarta,46411685,112491416,6500000000
4,3,0,108,66,Jakarta,46411686,112491417,2350000000
4,4,0,180,67,Jakarta,46411687,112491418,2600000000
4,6,2,425,350,Jakarta,46411688,112491419,5700000000
4,4,5,300,363,Jakarta,46411689,112491420,9980000000
4,3,1,670,300,Jakarta,46411690,112491421,8250000000
4,3,6,900,1090,Jakarta,46411691,112491422,23000000000
4,3,4,300,597,Jakarta,46411692,112491423,32000000000
4,5,4,370,910,Jakarta,46411693,112491424,18000000000
4,3,6,550,570,Jakarta,46411694,112491425,35000000000
4,3,4,1390,925,Jakarta,46411695,112491426,69000000000
4,3,4,606,1545,Jakarta,46411696,112491427,11000000000
4,4,4,470,519,Jakarta,46411697,112491428,43000000000
4,4,2,300,317,Jakarta,46411698,112491429,16500000000
4,4,6,1200,680,Jakarta,46411699,112491430,70000000000
4,4,4,400,300,Jakarta,46411700,112491431,10500000000
4,4,2,264,504,Jakarta,46411701,112491432,13500000000
4,4,0,200,144,Jakarta,46411702,112491433,4750000000
4,4,0,400,152,Jakarta,46411703,112491434,5000000000
4,2,1,67,90,Jakarta,46411704,112491435,11843707482
4,4,0,600,1150,Jakarta,46411705,112491436,18500000000
4,4,1,165,128,Jakarta,46411706,112491437,3500000000
4,3,2,550,374,Jakarta,46411707,112491438,12000000000
4,3,0,600,555,Jakarta,46411708,112491439,19000000000
4,3,2,500,264,Jakarta,46411709,112491440,11000000000
4,4,0,900,555,Jakarta,46411710,112491441,16900000000
4,4,0,480,266,Jakarta,46411711,112491442,7200000000
4,2,2,400,296,Jakarta,46411712,112491443,8000000000
4,3,2,280,126,Jakarta,46411713,112491444,4900000000
